# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PADI2	ENSG00000117115	ENST00000479534	processed_transcript	0	0	0	180	0	0	0	0	0	0	0	46	0	0	45	0	16	0	0	0	0	0	0	0	0	0	73
PANK4	ENSG00000157881	ENST00000378466	protein_coding	0	7	3	180	2	0	0	0	0	0	0	45	0	0	117	3	0	0	0	0	2	0	0	0	0	5	18
PANK4	ENSG00000157881	ENST00000435556	protein_coding	0	5	3	182	2	0	0	0	0	0	0	45	0	0	119	3	0	0	0	0	2	0	0	0	0	3	18
PANK4	ENSG00000157881	ENST00000468002	nonsense_mediated_decay	0	2	0	110	1	0	0	0	0	0	0	29	0	0	32	0	2	0	0	0	2	0	0	0	0	0	48
PANK4	ENSG00000157881	ENST00000471361	retained_intron	0	0	0	89	0	0	0	0	0	0	0	45	0	0	12	0	2	0	0	0	0	0	0	0	0	0	30
PANK4	ENSG00000157881	ENST00000486396	nonsense_mediated_decay	0	0	0	115	3	0	0	0	0	0	0	34	0	0	56	0	4	0	0	0	0	0	0	0	0	0	18
PANK4	ENSG00000157881	ENST00000487804	retained_intron	0	0	0	74	0	0	0	0	0	0	0	32	0	0	6	0	4	0	0	0	0	0	0	0	0	0	32
PANK4	ENSG00000157881	ENST00000491212	processed_transcript	0	0	0	98	0	0	0	0	0	0	0	42	0	0	38	0	0	0	0	0	0	0	0	0	0	0	18
PANK4	ENSG00000157881	ENST00000502512	nonsense_mediated_decay	0	0	0	107	1	0	0	0	0	0	0	46	0	0	23	0	3	0	0	0	0	0	0	0	0	0	34
PANK4	ENSG00000157881	ENST00000502770	nonsense_mediated_decay	0	0	0	107	5	0	0	0	0	0	0	38	0	0	39	0	7	0	0	0	0	0	0	0	0	0	18
PANK4	ENSG00000157881	ENST00000505228	nonsense_mediated_decay	0	2	0	168	1	0	0	0	0	0	0	47	0	0	74	0	6	0	0	0	2	0	0	0	0	0	42
PANK4	ENSG00000157881	ENST00000514922	retained_intron	0	0	0	101	0	0	0	0	0	0	0	42	0	0	37	0	4	0	0	0	0	0	0	0	0	0	18
PANK4	ENSG00000157881	ENST00000515423	retained_intron	0	0	0	79	0	0	0	0	0	0	0	29	0	0	9	0	1	0	0	0	0	0	0	0	0	0	40
PARK7	ENSG00000116288	ENST00000338639	protein_coding	0	1	1	198	0	0	2	0	0	0	0	31	0	0	146	1	0	0	0	0	0	0	0	0	0	1	19
PARK7	ENSG00000116288	ENST00000377488	protein_coding	0	1	1	198	0	0	0	0	0	0	0	31	0	0	144	1	0	0	0	0	0	0	0	0	0	1	23
PARK7	ENSG00000116288	ENST00000377491	protein_coding	0	1	1	198	0	0	1	0	0	0	0	31	0	0	144	1	0	0	0	0	0	0	0	0	0	1	22
PARK7	ENSG00000116288	ENST00000377493	protein_coding	0	1	1	198	0	0	1	0	0	0	0	31	0	0	146	1	0	0	0	0	0	0	0	0	0	1	20
PARK7	ENSG00000116288	ENST00000460192	retained_intron	0	0	0	120	0	0	0	0	0	0	0	31	0	0	66	0	4	0	0	0	0	0	0	0	0	0	19
PARK7	ENSG00000116288	ENST00000465354	retained_intron	0	0	0	122	0	0	0	0	0	0	0	31	0	0	66	0	4	0	0	0	0	0	0	0	0	0	21
PARK7	ENSG00000116288	ENST00000469225	protein_coding	0	1	1	183	0	0	0	0	0	0	0	31	0	0	124	1	0	0	0	0	0	0	0	0	0	1	28
PARK7	ENSG00000116288	ENST00000493373	protein_coding	0	1	1	224	0	0	0	0	0	0	0	31	0	0	175	1	0	0	0	0	0	0	0	0	0	1	18
PARK7	ENSG00000116288	ENST00000493678	protein_coding	0	1	1	202	1	0	1	0	0	0	0	34	0	0	146	1	0	0	0	0	0	0	0	0	0	1	20
PARK7	ENSG00000116288	ENST00000497113	processed_transcript	0	0	0	116	0	0	0	0	0	0	0	28	0	0	59	0	4	0	0	0	0	0	0	0	0	0	25
PDPN	ENSG00000162493	ENST00000294489	protein_coding	0	2	2	338	26	0	3	0	0	0	0	44	0	0	233	2	0	0	0	0	0	0	0	0	0	2	32
PDPN	ENSG00000162493	ENST00000376057	protein_coding	0	2	2	337	26	0	0	0	0	0	0	44	0	0	233	2	0	0	0	0	0	0	0	0	0	2	34
PDPN	ENSG00000162493	ENST00000376061	protein_coding	0	2	1	323	10	1	1	0	0	0	0	45	0	0	230	1	0	0	0	0	0	0	0	0	0	1	37
PDPN	ENSG00000162493	ENST00000475043	protein_coding	0	1	1	310	3	0	0	0	0	0	0	47	0	0	223	1	0	0	0	0	0	0	0	0	0	1	37
PDPN	ENSG00000162493	ENST00000487038	protein_coding	0	1	1	308	0	0	0	0	0	0	0	48	0	0	223	1	0	0	0	0	0	0	0	0	0	1	37
PDPN	ENSG00000162493	ENST00000488631	nonsense_mediated_decay	0	0	0	316	4	0	0	0	0	0	0	47	0	0	224	0	4	0	0	0	0	0	0	0	0	0	37
PDPN	ENSG00000162493	ENST00000506205	nonsense_mediated_decay	0	0	0	240	2	0	0	0	0	0	0	39	0	0	162	0	4	0	0	0	0	0	0	0	0	0	33
PDPN	ENSG00000162493	ENST00000509009	protein_coding	0	1	2	316	1	0	0	0	0	0	0	48	0	0	232	2	0	0	0	0	1	0	0	0	0	1	35
PDPN	ENSG00000162493	ENST00000510906	protein_coding	0	2	2	303	1	0	0	0	0	0	0	45	0	0	224	2	0	0	0	0	0	0	0	0	0	2	33
PDPN	ENSG00000162493	ENST00000513143	protein_coding	0	3	1	321	7	2	3	0	0	0	0	46	0	0	228	1	0	0	0	0	0	0	0	0	0	1	37
PER3	ENSG00000049246	ENST00000361923	protein_coding	0	8	14	457	8	0	1	0	0	0	0	40	0	0	376	14	0	0	0	0	2	0	0	0	0	7	33
PER3	ENSG00000049246	ENST00000377532	protein_coding	0	8	14	457	8	0	1	0	0	0	0	40	0	0	376	14	0	0	0	0	2	0	0	0	0	7	33
PER3	ENSG00000049246	ENST00000377541	protein_coding	0	2	1	205	0	0	1	0	0	0	0	34	0	0	143	1	0	0	0	0	2	0	0	0	0	0	29
PER3	ENSG00000049246	ENST00000463106	retained_intron	0	1	0	111	0	0	0	0	0	0	0	31	0	0	43	0	5	0	0	0	1	0	0	0	0	0	33
PER3	ENSG00000049246	ENST00000473653	retained_intron	0	0	0	96	0	0	0	0	0	0	0	37	0	0	25	0	1	0	0	0	0	0	0	0	0	0	33
PER3	ENSG00000049246	ENST00000494684	retained_intron	0	1	0	96	0	0	0	0	0	0	0	24	0	0	37	0	2	0	0	0	1	0	0	0	0	0	34
PER3	ENSG00000049246	ENST00000602883	retained_intron	0	0	0	83	0	0	0	0	0	0	0	35	0	0	0	0	9	0	0	0	0	0	0	0	0	0	39
PEX10	ENSG00000157911	ENST00000288774	protein_coding	0	5	2	108	4	0	0	0	0	0	0	28	0	0	36	2	0	0	0	0	1	0	0	0	0	4	41
PEX10	ENSG00000157911	ENST00000447513	protein_coding	0	5	2	109	4	0	0	0	0	0	0	28	0	0	36	2	0	0	0	0	1	0	0	0	0	4	42
PEX10	ENSG00000157911	ENST00000502666	nonsense_mediated_decay	0	0	0	82	7	0	0	0	0	0	0	33	0	0	8	0	8	0	0	0	0	0	0	0	0	0	26
PEX10	ENSG00000157911	ENST00000504111	processed_transcript	0	0	0	76	0	0	0	0	0	0	0	33	0	0	8	0	8	0	0	0	0	0	0	0	0	0	27
PEX10	ENSG00000157911	ENST00000507596	protein_coding	0	4	2	109	4	0	0	0	0	0	0	28	0	0	36	2	0	0	0	0	0	0	0	0	0	4	41
PEX10	ENSG00000157911	ENST00000508384	protein_coding	0	0	0	106	0	0	3	0	0	0	0	33	0	0	23	0	0	0	0	0	0	0	0	0	0	0	47
PEX10	ENSG00000157911	ENST00000510434	nonsense_mediated_decay	0	0	0	107	2	0	0	0	0	0	0	28	0	0	30	0	6	0	0	0	0	0	0	0	0	0	41
PEX10	ENSG00000157911	ENST00000514502	nonsense_mediated_decay	0	0	0	101	6	0	0	0	0	0	0	34	0	0	12	0	8	0	0	0	0	0	0	0	0	0	41
PEX10	ENSG00000157911	ENST00000515760	processed_transcript	0	0	0	64	0	0	0	0	0	0	0	33	0	0	5	0	5	0	0	0	0	0	0	0	0	0	21
PEX14	ENSG00000142655	ENST00000356607	protein_coding	0	7	1	792	0	0	0	0	0	0	0	28	0	0	751	1	0	0	0	0	0	0	0	0	0	7	13
PEX14	ENSG00000142655	ENST00000472851	retained_intron	0	0	0	314	0	0	0	0	0	0	0	23	0	0	272	0	5	0	0	0	0	0	0	0	0	0	14
PEX14	ENSG00000142655	ENST00000491661	protein_coding	0	3	1	762	2	0	0	0	0	0	0	14	0	0	734	1	0	0	0	0	0	0	0	0	0	3	12
PEX14	ENSG00000142655	ENST00000492696	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19
PEX14	ENSG00000142655	ENST00000538836	protein_coding	0	6	1	793	0	0	0	0	0	0	0	28	0	0	752	1	0	0	0	0	0	0	0	0	0	6	13
PGAM1P11	ENSG00000233623	ENST00000416729	processed_pseudogene	0	0	0	41	0	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	0	0	0	16
PGD	ENSG00000142657	ENST00000270776	protein_coding	0	3	2	152	1	0	0	0	0	0	0	38	0	0	87	2	0	0	0	0	0	0	0	0	0	3	26
PGD	ENSG00000142657	ENST00000460189	protein_coding	0	2	1	106	0	0	0	0	0	0	0	12	0	0	66	1	0	0	0	0	0	0	0	0	0	2	28
PGD	ENSG00000142657	ENST00000465632	protein_coding	0	2	0	95	0	1	1	0	0	0	0	22	0	0	45	0	0	0	0	0	0	0	0	0	0	1	27
PGD	ENSG00000142657	ENST00000477958	nonsense_mediated_decay	0	1	0	81	0	1	1	0	0	0	0	18	0	0	35	0	2	0	0	0	0	0	0	0	0	0	25
PGD	ENSG00000142657	ENST00000483936	protein_coding	0	1	1	134	0	0	0	0	0	0	0	28	0	0	80	1	0	0	0	0	0	0	0	0	0	1	26
PGD	ENSG00000142657	ENST00000487775	retained_intron	0	0	0	65	0	0	0	0	0	0	0	31	0	0	4	0	3	0	0	0	0	0	0	0	0	0	27
PGD	ENSG00000142657	ENST00000491493	protein_coding	0	1	0	109	0	0	2	0	0	0	0	18	0	0	64	0	0	0	0	0	0	0	0	0	0	1	25
PGD	ENSG00000142657	ENST00000493288	retained_intron	0	0	0	56	0	0	0	0	0	0	0	23	0	0	9	0	3	0	0	0	0	0	0	0	0	0	21
PGD	ENSG00000142657	ENST00000496718	retained_intron	0	0	0	52	0	0	0	0	0	0	0	35	0	0	1	0	4	0	0	0	0	0	0	0	0	0	12
PGD	ENSG00000142657	ENST00000498356	processed_transcript	0	0	0	68	0	0	0	0	0	0	0	36	0	0	9	0	2	0	0	0	0	0	0	0	0	0	21
PGD	ENSG00000142657	ENST00000538557	protein_coding	0	3	2	151	0	0	1	0	0	0	0	38	0	0	86	2	0	0	0	0	0	0	0	0	0	3	26
PGD	ENSG00000142657	ENST00000541529	protein_coding	0	4	2	150	0	1	1	0	0	0	0	35	0	0	87	2	0	0	0	0	0	0	0	0	0	3	27
PHF13	ENSG00000116273	ENST00000377648	protein_coding	0	0	0	80	7	0	1	0	0	0	0	23	0	0	30	0	0	0	0	0	0	0	0	0	0	0	19
PHF13	ENSG00000116273	ENST00000495385	processed_transcript	0	0	0	75	0	0	0	0	0	0	0	24	0	0	31	0	0	0	0	0	0	0	0	0	0	0	20
PIK3CD	ENSG00000171608	ENST00000361110	protein_coding	0	7	5	132	0	0	0	0	0	0	0	27	0	0	81	5	0	0	0	0	1	0	0	0	0	7	24
PIK3CD	ENSG00000171608	ENST00000377346	protein_coding	0	7	4	480	10	0	1	0	0	0	0	28	0	0	402	4	0	0	0	0	1	0	0	0	0	7	39
PIK3CD	ENSG00000171608	ENST00000479223	retained_intron	0	0	0	58	0	0	0	0	0	0	0	26	0	0	6	0	3	0	0	0	0	0	0	0	0	0	23
PIK3CD	ENSG00000171608	ENST00000481137	retained_intron	0	0	0	56	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25
PIK3CD	ENSG00000171608	ENST00000484851	processed_transcript	0	0	0	75	0	0	0	0	0	0	0	25	0	0	13	0	0	0	0	0	0	0	0	0	0	0	37
PIK3CD	ENSG00000171608	ENST00000536656	protein_coding	0	8	5	480	11	1	2	0	0	0	0	28	0	0	401	5	0	0	0	0	1	0	0	0	0	7	38
PIK3CD	ENSG00000171608	ENST00000543390	protein_coding	0	1	2	77	1	0	0	0	0	0	0	32	0	0	16	2	0	0	0	0	1	0	0	0	0	1	28
PLCH2	ENSG00000149527	ENST00000278878	protein_coding	0	12	7	199	0	0	0	0	0	0	0	45	0	0	120	7	0	0	0	0	0	0	0	0	0	12	34
PLCH2	ENSG00000149527	ENST00000288766	protein_coding	0	6	3	217	0	1	4	0	0	0	0	40	0	0	142	3	0	0	0	0	0	0	0	0	0	5	31
PLCH2	ENSG00000149527	ENST00000343889	retained_intron	0	0	0	222	0	0	0	0	0	0	0	44	0	0	116	0	30	0	0	0	0	0	0	0	0	0	32
PLCH2	ENSG00000149527	ENST00000378486	protein_coding	0	13	8	223	2	1	4	0	0	0	0	44	0	0	142	8	0	0	0	0	0	0	0	0	0	12	31
PLCH2	ENSG00000149527	ENST00000378488	protein_coding	0	13	8	223	2	1	4	0	0	0	0	44	0	0	142	8	0	0	0	0	0	0	0	0	0	12	31
PLCH2	ENSG00000149527	ENST00000419816	protein_coding	0	13	8	223	2	1	4	0	0	0	0	44	0	0	142	8	0	0	0	0	0	0	0	0	0	12	31
PLCH2	ENSG00000149527	ENST00000449969	protein_coding	0	7	5	306	13	0	2	0	0	0	0	44	0	0	203	5	0	1	0	0	0	0	0	0	0	7	43
PLCH2	ENSG00000149527	ENST00000462379	retained_intron	0	0	0	105	0	0	0	0	0	0	0	44	0	0	19	0	17	0	0	0	0	0	0	0	0	0	25
PLCH2	ENSG00000149527	ENST00000473964	retained_intron	0	0	0	115	0	0	0	0	0	0	0	44	0	0	4	0	34	0	0	0	0	0	0	0	0	0	33
PLCH2	ENSG00000149527	ENST00000609981	protein_coding	0	3	1	510	0	1	2	0	0	0	0	34	0	0	429	1	0	0	0	0	1	0	0	0	0	1	46
PLEKHG5	ENSG00000171680	ENST00000340850	protein_coding	0	10	11	168	13	0	2	0	0	1	0	30	0	0	94	10	0	0	0	0	2	0	0	0	0	8	30
PLEKHG5	ENSG00000171680	ENST00000377725	protein_coding	0	10	10	165	2	0	2	0	0	1	0	37	0	0	95	9	0	0	0	0	2	0	0	0	0	8	30
PLEKHG5	ENSG00000171680	ENST00000377728	protein_coding	0	10	11	165	2	0	0	0	0	1	0	37	0	0	99	10	0	0	0	0	2	0	0	0	0	8	29
PLEKHG5	ENSG00000171680	ENST00000377732	protein_coding	0	9	11	194	2	0	1	0	0	1	0	37	0	0	127	10	0	0	0	0	1	0	0	0	0	8	28
PLEKHG5	ENSG00000171680	ENST00000377737	protein_coding	0	9	11	356	2	0	6	0	0	1	0	37	0	0	285	10	0	0	0	0	1	0	0	0	0	8	27
PLEKHG5	ENSG00000171680	ENST00000377740	protein_coding	0	7	10	359	2	0	4	0	0	1	0	37	0	0	290	9	0	0	0	0	1	0	0	0	0	6	27
PLEKHG5	ENSG00000171680	ENST00000377748	protein_coding	0	9	13	358	13	0	4	0	0	1	0	30	0	0	285	12	0	0	0	0	1	0	0	0	0	8	27
PLEKHG5	ENSG00000171680	ENST00000400913	protein_coding	0	9	11	139	13	0	0	0	0	1	0	30	0	0	72	10	0	0	0	0	1	0	0	0	0	8	25
PLEKHG5	ENSG00000171680	ENST00000400915	protein_coding	0	9	12	198	2	0	0	0	0	1	0	37	0	0	131	11	0	0	0	0	1	0	0	0	0	8	29
PLEKHG5	ENSG00000171680	ENST00000487949	retained_intron	0	0	0	86	0	0	0	0	0	0	0	37	0	0	8	0	15	0	0	0	0	0	0	0	0	0	26
PLEKHG5	ENSG00000171680	ENST00000489097	retained_intron	0	1	0	123	0	0	0	0	0	0	0	30	0	0	29	0	36	0	0	0	1	0	0	0	0	0	29
PLEKHG5	ENSG00000171680	ENST00000535355	protein_coding	0	9	12	132	2	0	0	0	0	1	0	37	0	0	69	11	0	0	0	0	1	0	0	0	0	8	25
PLEKHG5	ENSG00000171680	ENST00000537245	protein_coding	0	10	12	194	1	1	1	0	0	1	0	36	0	0	130	11	0	0	0	0	1	0	0	0	0	8	27
PLEKHG5	ENSG00000171680	ENST00000544978	protein_coding	0	9	10	197	0	0	1	0	0	1	0	38	0	0	130	9	0	0	0	0	1	0	0	0	0	8	29
PLEKHM2	ENSG00000116786	ENST00000375793	protein_coding	0	8	2	301	5	0	0	0	0	0	0	27	0	0	246	2	0	0	0	0	2	0	0	0	0	7	24
PLEKHM2	ENSG00000116786	ENST00000375799	protein_coding	0	8	2	301	5	0	0	0	0	0	0	27	0	0	246	2	0	0	0	0	2	0	0	0	0	7	24
PLEKHM2	ENSG00000116786	ENST00000462455	processed_transcript	0	1	0	245	0	0	0	0	0	0	0	29	0	0	191	0	3	0	0	0	1	0	0	0	0	0	23
PLEKHM2	ENSG00000116786	ENST00000477849	processed_transcript	0	1	0	61	0	0	0	0	0	0	0	28	0	0	12	0	4	0	0	0	1	0	0	0	0	0	18
PLEKHN1	ENSG00000187583	ENST00000379407	protein_coding	0	12	9	165	0	0	0	0	0	0	0	37	0	0	69	9	0	0	0	0	1	0	0	0	0	11	60
PLEKHN1	ENSG00000187583	ENST00000379409	protein_coding	0	12	10	164	0	0	0	0	0	0	0	37	0	0	68	10	0	0	0	0	1	0	0	0	0	11	60
PLEKHN1	ENSG00000187583	ENST00000379410	protein_coding	0	12	10	164	4	0	0	0	0	0	0	33	0	0	68	10	0	0	0	0	1	0	0	0	0	11	60
PLEKHN1	ENSG00000187583	ENST00000480267	retained_intron	0	0	0	107	0	0	0	0	0	0	0	52	0	0	1	0	5	0	0	0	0	0	0	0	0	0	49
PLEKHN1	ENSG00000187583	ENST00000491024	protein_coding	0	6	5	99	3	0	0	0	0	0	0	28	0	0	12	5	0	0	0	0	0	0	0	0	0	6	56
PLOD1	ENSG00000083444	ENST00000196061	protein_coding	0	7	7	319	2	0	0	0	0	0	0	37	0	0	252	7	0	0	0	0	0	0	0	0	0	7	28
PLOD1	ENSG00000083444	ENST00000358133	processed_transcript	0	0	0	198	0	0	0	0	0	0	0	23	0	0	140	0	7	0	0	0	0	0	0	0	0	0	28
PLOD1	ENSG00000083444	ENST00000376369	protein_coding	0	8	9	311	0	0	0	0	0	0	0	34	0	0	249	9	0	0	0	0	0	0	0	0	0	8	28
PLOD1	ENSG00000083444	ENST00000429000	protein_coding	0	2	5	206	0	0	0	0	0	0	0	25	0	0	153	5	0	0	0	0	0	0	0	0	0	2	28
PLOD1	ENSG00000083444	ENST00000449038	protein_coding	0	2	6	179	0	0	1	0	0	0	0	29	0	0	122	6	0	0	0	0	0	0	0	0	0	2	27
PLOD1	ENSG00000083444	ENST00000465920	retained_intron	0	0	0	86	0	0	0	0	0	0	0	27	0	0	14	0	4	0	0	0	0	0	0	0	0	0	41
PLOD1	ENSG00000083444	ENST00000470133	retained_intron	0	0	0	69	0	0	0	0	0	0	0	30	0	0	10	0	2	0	0	0	0	0	0	0	0	0	27
PLOD1	ENSG00000083444	ENST00000481933	retained_intron	0	0	0	96	0	0	0	0	0	0	0	37	0	0	11	0	17	0	0	0	0	0	0	0	0	0	31
PLOD1	ENSG00000083444	ENST00000485046	processed_transcript	0	0	0	219	0	0	0	0	0	0	0	27	0	0	159	0	8	0	0	0	0	0	0	0	0	0	25
PLOD1	ENSG00000083444	ENST00000491536	processed_transcript	0	0	0	135	0	0	0	0	0	0	0	37	0	0	69	0	2	0	0	0	0	0	0	0	0	0	27
PRAMEF1	ENSG00000116721	ENST00000332296	protein_coding	0	3	8	128	15	0	3	0	0	0	0	39	0	0	26	8	0	0	0	0	0	0	0	0	0	3	45
PRAMEF1	ENSG00000116721	ENST00000400814	protein_coding	0	1	5	110	14	1	2	0	0	0	0	39	0	0	6	5	0	0	0	0	0	0	0	0	0	0	49
PRAMEF10	ENSG00000187545	ENST00000235347	protein_coding	0	9	15	20	0	0	1	0	0	0	0	9	0	0	4	15	0	0	0	0	0	0	0	0	0	9	6
PRAMEF11	ENSG00000204513	ENST00000437584	protein_coding	2	7	8	115	0	1	3	0	0	0	0	35	2	0	46	8	0	0	0	0	0	0	0	0	0	6	31
PRAMEF11	ENSG00000204513	ENST00000535591	protein_coding	2	7	8	121	1	1	3	0	0	0	0	40	2	0	46	8	0	0	0	0	0	0	0	0	0	6	31
PRAMEF12	ENSG00000116726	ENST00000357726	protein_coding	1	4	9	49	4	0	0	0	0	0	0	21	1	0	2	9	0	0	0	0	0	0	0	0	0	4	22
PRAMEF13	ENSG00000204495	ENST00000376132	protein_coding	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3
PRAMEF14	ENSG00000204481	ENST00000334600	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PRAMEF14	ENSG00000204481	ENST00000344998	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
PRAMEF14	ENSG00000204481	ENST00000602491	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PRAMEF15	ENSG00000157358	ENST00000330087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRAMEF16	ENSG00000204488	ENST00000376121	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0
PRAMEF17	ENSG00000204479	ENST00000376098	protein_coding	0	6	7	19	1	0	0	0	0	0	0	10	0	0	7	7	0	0	0	0	0	0	0	0	0	6	1
PRAMEF18	ENSG00000204491	ENST00000376126	protein_coding	0	2	3	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	11
PRAMEF19	ENSG00000204480	ENST00000376101	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PRAMEF19	ENSG00000204480	ENST00000540591	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PRAMEF2	ENSG00000120952	ENST00000240189	protein_coding	0	14	24	104	0	0	3	0	0	0	0	22	0	0	38	24	0	0	0	0	0	0	0	0	0	14	41
PRAMEF20	ENSG00000204478	ENST00000316412	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	10
PRAMEF20	ENSG00000204478	ENST00000602960	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
PRAMEF21	ENSG00000204486	ENST00000327795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRAMEF21	ENSG00000204486	ENST00000332192	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PRAMEF22	ENSG00000204508	ENST00000376187	protein_coding	0	0	1	8	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF23	ENSG00000270601	ENST00000605221	unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
PRAMEF25	ENSG00000204505	ENST00000415919	unprocessed_pseudogene	0	0	0	14	0	0	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	6
PRAMEF26	ENSG00000229571	ENST00000423177	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF3	ENSG00000204503	ENST00000353410	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF3	ENSG00000204503	ENST00000376173	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	ENSG00000243073	ENST00000235349	protein_coding	1	2	13	64	1	0	1	0	0	0	0	7	1	0	37	13	0	0	0	0	0	0	0	0	0	2	18
PRAMEF5	ENSG00000204502	ENST00000376168	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PRAMEF6	ENSG00000232423	ENST00000355096	protein_coding	0	0	1	15	0	0	0	0	0	0	0	8	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1
PRAMEF6	ENSG00000232423	ENST00000376182	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3
PRAMEF6	ENSG00000232423	ENST00000376189	protein_coding	0	1	1	19	0	0	0	0	0	0	0	9	0	0	7	1	0	0	0	0	1	0	0	0	0	0	4
PRAMEF6	ENSG00000232423	ENST00000376192	protein_coding	0	0	1	72	0	0	0	0	0	0	0	8	0	0	61	1	0	0	0	0	0	0	0	0	0	0	3
PRAMEF6	ENSG00000232423	ENST00000414205	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3
PRAMEF6	ENSG00000232423	ENST00000415464	protein_coding	0	0	1	20	0	0	0	0	0	0	0	9	0	0	6	1	0	0	0	0	0	0	0	0	0	0	5
PRAMEF7	ENSG00000204510	ENST00000330881	protein_coding	0	0	2	5	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	ENSG00000204510	ENST00000361079	protein_coding	0	0	2	6	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	ENSG00000182330	ENST00000357367	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	ENSG00000204501	ENST00000376152	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRDM16	ENSG00000142611	ENST00000270722	protein_coding	0	9	6	3075	45	0	2	0	0	0	0	30	0	0	2970	6	0	0	0	0	0	0	0	0	0	9	28
PRDM16	ENSG00000142611	ENST00000378389	processed_transcript	0	1	0	186	0	0	0	0	0	0	0	43	0	0	87	0	7	0	0	0	1	0	0	0	0	0	50
PRDM16	ENSG00000142611	ENST00000378391	protein_coding	0	9	6	3056	7	0	2	0	0	0	0	48	0	0	2970	6	0	0	0	0	0	0	0	0	0	9	29
